,CIRCUIT,DISTRICT,TRANSOFF,ORIGIN,JURIS,JURY,COUNTY,PROCPROG,DISP,JUDGMENT
204429,10,82,-8,1,3,0,88888,10,17,-8
204431,10,82,-8,1,3,0,88888,10,17,-8
204445,10,82,-8,1,3,0,88888,10,17,-8
204446,10,82,-8,4,3,0,88888,10,17,-8
204449,10,82,-8,1,3,0,88888,10,17,-8
204626,10,82,-8,1,3,0,88888,10,17,-8
204637,10,82,-8,1,3,0,88888,10,17,-8
204650,10,82,-8,1,3,0,88888,10,17,-8
204659,10,82,-8,1,3,0,0,10,17,-8
204701,10,82,-8,1,3,0,88888,10,17,-8
204790,10,82,-8,1,3,0,88888,10,17,-8
204814,10,82,-8,1,3,0,88888,10,17,-8
204831,10,82,-8,1,3,0,88888,10,13,-8
204844,10,82,-8,1,3,0,88888,10,13,-8
204847,10,82,-8,1,3,0,88888,10,17,-8
204863,10,82,-8,1,3,0,88888,10,13,-8
204877,10,82,-8,1,3,0,88888,10,13,-8
204913,10,82,-8,1,3,0,88888,10,13,-8
204956,10,82,-8,1,3,0,88888,10,13,-8
204957,10,82,-8,1,3,0,88888,10,13,-8
204960,10,82,-8,1,3,0,88888,10,18,-8
204968,10,82,-8,1,3,0,88888,10,13,-8
204978,10,82,-8,1,3,0,88888,10,17,-8
205012,10,82,-8,1,3,0,88888,10,14,-8
205029,10,82,-8,1,3,0,88888,10,14,-8
205033,10,82,-8,1,3,0,88888,10,17,-8
205143,10,82,-8,1,3,0,88888,10,17,-8
205162,10,82,-8,1,3,0,88888,10,2,-8
205169,10,82,-8,1,3,0,88888,10,13,-8
205171,10,82,-8,1,3,0,88888,10,13,-8
205195,10,82,-8,1,3,0,88888,10,14,-8
205199,10,82,-8,1,3,0,88888,10,17,-8
205213,10,82,-8,1,3,0,88888,10,2,-8
205223,10,82,-8,1,3,0,88888,10,2,-8
205276,10,82,-8,1,3,0,88888,10,17,-8
205281,10,82,-8,1,3,0,88888,10,17,-8
205300,10,82,-8,1,3,0,88888,10,17,-8
205305,10,82,-8,1,3,0,88888,10,17,-8
205306,10,82,-8,1,3,0,88888,10,18,-8
205307,10,82,-8,1,3,0,88888,10,17,-8
205320,10,82,-8,1,3,0,88888,10,14,-8
205321,10,82,-8,1,3,0,88888,10,13,-8
205333,10,82,-8,1,3,0,88888,10,14,-8
205365,10,82,-8,1,3,0,88888,10,14,-8
205389,10,82,-8,1,3,0,88888,10,14,-8
205401,10,82,-8,1,3,0,88888,10,2,-8
205414,10,82,-8,1,3,0,88888,10,14,-8
205426,10,82,-8,1,3,0,88888,10,14,-8
205449,10,82,-8,1,3,0,88888,10,12,-8
205459,10,82,-8,1,3,0,88888,10,17,-8
205480,10,82,-8,1,3,0,88888,10,13,-8
205481,10,82,-8,1,3,0,88888,10,14,-8
205493,10,82,-8,1,3,0,88888,10,17,-8
205506,10,82,-8,1,3,0,88888,10,13,-8
205517,10,82,-8,1,3,0,88888,10,17,-8
205565,10,82,-8,1,3,0,88888,10,17,-8
205582,10,82,-8,1,3,0,88888,10,2,-8
205601,10,82,-8,1,3,0,88888,10,14,-8
205611,10,82,-8,1,3,0,88888,10,14,-8
205618,10,82,-8,1,3,0,88888,10,13,-8
205633,10,82,-8,1,3,0,88888,10,17,-8
205637,10,82,-8,1,3,0,88888,10,17,-8
205638,10,82,-8,1,3,0,88888,10,14,-8
205676,10,82,-8,1,3,0,88888,10,17,-8
205706,10,82,-8,1,3,0,88888,10,14,-8
205707,10,82,-8,1,3,0,88888,10,17,-8
205716,10,82,-8,1,3,0,88888,10,13,-8
205722,10,82,-8,1,3,0,88888,10,3,-8
205749,10,82,-8,1,3,0,88888,10,14,-8
205754,10,82,-8,1,3,0,88888,10,17,-8
205769,10,82,-8,1,3,0,88888,10,14,-8
205789,10,82,-8,1,3,0,88888,10,17,-8
205814,10,82,-8,1,3,0,88888,10,14,-8
205858,10,82,-8,1,3,0,88888,10,17,-8
205899,10,82,-8,1,3,0,88888,10,14,-8
205969,10,82,-8,1,3,0,88888,10,17,-8
205996,10,82,-8,1,3,0,88888,10,17,-8
205997,10,82,-8,1,3,0,88888,10,14,-8
206006,10,82,-8,1,3,0,88888,10,13,-8
206018,10,82,-8,1,3,0,88888,10,14,-8
206027,10,82,-8,1,3,0,88888,10,17,-8
206028,10,82,-8,1,3,0,88888,10,17,-8
206057,10,82,-8,1,3,0,88888,10,12,-8
206073,10,82,-8,1,3,0,88888,10,17,-8
206078,10,82,-8,1,3,0,88888,10,17,-8
206105,10,82,-8,1,3,0,88888,10,2,-8
206117,10,82,-8,1,3,0,88888,10,17,-8
206131,10,82,-8,1,3,0,88888,10,17,-8
206148,10,82,-8,1,3,0,88888,10,17,-8
206163,10,82,-8,1,3,0,88888,10,2,-8
206179,10,82,-8,1,3,0,88888,10,17,-8
206182,10,82,-8,1,3,0,88888,10,13,-8
206183,10,82,-8,1,3,0,88888,10,13,-8
206192,10,82,-8,1,3,0,88888,10,13,-8
206193,10,82,-8,1,3,0,88888,10,13,-8
206211,10,82,-8,1,3,0,88888,10,13,-8
206212,10,82,-8,1,3,0,88888,10,17,-8
206258,10,82,-8,1,3,0,88888,10,13,-8
206259,10,82,-8,1,3,0,88888,10,13,-8
206266,10,82,-8,1,3,0,88888,10,17,-8
206311,10,83,-8,1,3,0,20209,5,6,2
206373,10,83,-8,1,3,0,88888,5,6,2
206548,10,83,-8,1,3,0,20091,1,3,-8
206573,10,83,-8,1,3,0,20063,10,3,-8
206586,10,83,-8,1,3,0,20177,10,17,2
206587,10,83,-8,1,3,0,20177,10,17,2
206713,10,83,-8,1,3,0,20121,10,17,-8
206727,10,83,-8,1,3,0,20103,2,17,2
206814,10,83,-8,1,3,0,20209,2,17,-8
206866,10,83,-8,1,3,0,88888,2,17,-8
206867,10,83,-8,1,3,0,88888,1,14,-8
207272,10,83,-8,1,3,0,20063,1,3,-8
207283,10,83,-8,1,3,0,20143,3,3,-8
207289,10,83,-8,1,3,0,20063,1,3,-8
207302,10,83,-8,4,3,0,88888,10,17,-8
207304,10,83,-8,1,3,0,20167,10,17,-8
207306,10,83,-8,1,3,0,20175,1,3,-8
207310,10,83,-8,1,3,0,20175,1,3,-8
207315,10,83,-8,1,3,0,20199,3,6,2
207330,10,83,-8,1,3,0,20175,1,3,-8
207335,10,83,-8,1,3,0,20173,3,1,-8
207350,10,83,-8,1,3,0,20091,3,1,-8
207369,10,83,-8,1,3,0,20175,1,3,-8
207374,10,83,-8,1,3,0,20177,10,3,-8
207378,10,83,-8,1,3,0,20177,3,17,-8
207384,10,83,-8,1,3,0,20091,3,2,-8
207386,10,83,-8,1,3,0,0,1,3,-8
207395,10,83,-8,1,3,0,20149,3,3,-8
207398,10,83,-8,1,3,0,20097,2,1,-8
207411,10,83,-8,1,3,0,20177,1,3,-8
207414,10,83,-8,1,3,0,20161,1,3,-8
207419,10,83,-8,4,3,0,20137,1,1,-8
207435,10,83,-8,1,3,0,20043,3,1,-8
207442,10,83,-8,1,3,0,20109,3,1,-8
207443,10,83,-8,1,3,0,20041,3,1,-8
207444,10,83,-8,1,2,0,20137,1,3,-8
207452,10,83,-8,1,3,0,20089,3,3,-8
207462,10,83,-8,1,3,0,20193,3,1,-8
207477,10,83,-8,1,2,0,20195,3,1,-8
207495,10,83,-8,1,3,0,20029,1,3,-8
207508,10,83,-8,1,3,0,20193,1,3,-8
207540,10,83,-8,1,3,0,20193,1,2,-8
207541,10,83,-8,1,3,0,20193,1,2,-8
207555,10,83,-8,1,3,0,20113,3,12,-8
207569,10,83,-8,1,3,0,20123,1,12,-8
207570,10,83,-8,1,3,0,0,2,2,-8
207578,10,83,-8,1,3,0,20041,1,3,-8
207579,10,83,-8,1,3,0,20193,2,2,-8
207584,10,83,-8,1,3,0,20175,3,14,-8
207605,10,83,-8,1,3,0,20177,1,12,-8
207715,10,83,-8,1,3,0,88888,10,17,-8
207736,10,83,-8,1,3,0,20079,10,17,-8
207755,10,83,-8,1,3,0,0,10,17,-8
207758,10,83,-8,1,3,0,0,9,14,-8
207776,10,83,-8,1,3,0,0,10,17,-8
207798,10,83,-8,1,3,0,20143,10,17,-8
207799,10,83,-8,1,3,0,20191,10,17,-8
207800,10,83,-8,1,3,0,20173,10,17,-8
207801,10,83,-8,1,3,0,20173,10,6,4
207833,10,83,-8,1,3,0,20173,10,17,-8
207847,10,83,-8,1,3,0,20015,10,17,4
207853,10,83,-8,1,3,0,20015,10,3,-8
207860,10,83,-8,1,3,0,20009,10,17,-8
207871,10,83,-8,1,3,0,20015,10,17,-8
207877,10,83,-8,1,3,0,20081,10,14,-8
207893,10,83,-8,1,3,0,20125,10,17,-8
207894,10,83,-8,1,3,0,20111,10,14,-8
207908,10,83,-8,1,3,0,20191,1,2,-8
207927,10,83,-8,1,3,0,20081,10,17,-8
207941,10,83,-8,1,3,0,20115,10,17,-8
207971,10,83,-8,1,3,0,0,10,17,-8
207999,10,83,-8,1,3,0,20193,10,17,-8
208001,10,83,-8,1,3,0,20173,10,3,-8
208002,10,83,-8,1,3,0,20081,10,17,-8
208026,10,83,-8,1,3,0,20009,10,3,-8
208031,10,83,-8,1,3,0,20173,10,17,-8
208035,10,83,-8,1,3,0,20073,10,17,4
208041,10,83,-8,1,3,0,20057,10,17,-8
208056,10,83,-8,1,3,0,20015,10,3,-8
208094,10,83,-8,1,3,0,20159,10,17,-8
208095,10,83,-8,1,3,0,20159,10,17,-8
208097,10,83,-8,1,3,0,20125,1,17,-8
208119,10,83,-8,1,3,0,20051,10,17,-8
208216,10,83,-8,1,3,0,20081,11,14,-8
208233,10,83,-8,1,3,0,20173,10,14,-8
208244,10,83,-8,1,3,0,20081,2,12,-8
208300,10,83,-8,1,3,0,20165,2,11,-8
208302,10,83,-8,1,3,0,20155,1,12,-8
208303,10,83,-8,1,3,0,20017,2,14,-8
208307,10,83,-8,1,3,0,20047,1,12,-8
208308,10,83,-8,1,3,0,88888,2,11,-8
208311,10,83,-8,1,3,0,20187,2,17,-8
208335,10,83,-8,1,3,0,20173,10,14,-8
208351,10,83,-8,1,3,0,20173,2,17,-8
208387,10,83,-8,1,3,0,20025,2,17,4
208397,10,83,-8,1,3,0,20007,2,11,-8
208398,10,83,-8,1,3,0,20007,2,11,-8
208399,10,83,-8,1,3,0,20007,2,11,-8
208400,10,83,-8,1,3,0,20007,2,11,-8
208401,10,83,-8,1,3,0,20007,2,11,-8
208405,10,83,-8,1,3,0,88888,2,17,-8
208407,10,83,-8,1,3,0,20177,10,12,-8
208465,10,84,-8,1,3,0,0,3,11,-8
208541,10,84,-8,1,3,0,0,1,12,-8
208791,10,84,-8,1,3,0,35001,2,1,-8
208842,10,84,-8,1,3,0,0,4,1,-8
208929,10,84,-8,1,3,0,0,4,6,2
209041,10,84,-8,1,3,0,0,4,1,-8
209144,10,84,-8,1,3,0,0,1,3,-8
209145,10,84,-8,1,3,0,0,4,6,2
209173,10,84,-8,1,3,0,0,10,17,-8
209258,10,84,-8,1,2,0,0,10,3,-8
209285,10,84,-8,1,3,0,0,10,17,-8
209351,10,84,-8,1,3,0,88888,4,6,1
209385,10,84,-8,1,3,0,0,4,6,2
209413,10,84,-8,1,3,0,0,9,3,-8
209416,10,84,-8,1,3,0,0,4,6,-8
209484,10,84,-8,1,3,0,0,4,6,2
209506,10,84,-8,1,3,0,0,1,12,-8
209520,10,84,-8,1,3,0,0,1,12,-8
209595,10,84,-8,1,3,0,0,1,12,-8
209617,10,84,-8,1,3,0,35001,1,12,-8
209630,10,84,-8,1,3,0,0,2,14,-8
209632,10,84,-8,1,3,0,0,1,12,-8
209749,10,84,-8,1,3,0,35001,3,12,-8
209809,10,84,-8,1,3,0,0,10,17,-8
209835,10,84,-8,1,1,0,0,4,3,-8
209856,10,84,-8,1,3,0,88888,10,17,1
209903,10,84,-8,1,3,0,0,4,3,-8
209956,10,84,-8,1,3,0,88888,10,17,-8
209987,10,84,-8,1,3,0,0,1,13,-8
210008,10,84,-8,1,3,0,0,10,12,-8
210081,10,85,-8,1,1,0,88888,8,3,-8
210248,10,85,-8,7,3,0,40143,4,3,-8
210413,10,85,-8,1,3,0,40143,4,3,-8
210421,10,85,-8,1,3,0,40143,4,3,-8
210427,10,85,-8,1,3,0,40143,4,1,-8
210436,10,85,-8,1,3,0,40143,1,3,-8
210438,10,85,-8,1,3,0,41043,2,3,-8
210439,10,85,-8,1,3,0,40143,2,3,-8
210461,10,85,-8,1,3,0,40143,2,3,-8
210527,10,85,-8,7,3,0,40143,2,3,-8
210634,10,85,-8,1,3,0,88888,4,3,-8
210641,10,85,-8,1,3,0,40143,2,3,-8
210653,10,85,-8,1,3,0,40143,2,3,-8
210663,10,85,-8,7,3,0,40143,4,3,-8
210675,10,85,-8,1,3,0,40143,4,3,-8
210690,10,85,-8,5,3,0,40143,2,3,-8
210709,10,85,-8,1,3,0,40143,2,3,-8
210725,10,85,-8,7,3,0,88888,4,3,-8
210733,10,85,-8,1,3,0,40105,2,14,-8
210734,10,85,-8,1,3,0,40105,2,14,-8
210779,10,85,-8,1,3,0,40143,2,14,-8
210838,10,85,-8,1,1,0,40143,2,14,-8
210839,10,85,-8,1,1,0,40143,2,14,-8
210840,10,85,-8,1,1,0,40143,2,14,-8
210841,10,85,-8,1,3,0,40143,2,14,-8
210842,10,85,-8,1,1,0,40143,2,14,-8
210843,10,85,-8,1,1,0,40143,2,14,-8
210928,10,85,-8,1,3,0,40143,12,12,-8
210945,10,85,-8,7,3,0,40143,12,14,-8
211038,10,85,-8,1,3,0,40143,2,14,-8
211223,10,86,-8,1,3,0,0,4,1,-8
211373,10,86,-8,7,3,0,40111,2,6,2
211395,10,86,-8,1,3,0,40111,4,1,-8
211396,10,86,-8,1,3,0,40111,3,6,2
211468,10,86,-8,1,3,0,40101,4,6,1
211480,10,86,-8,3,1,0,40111,10,1,-8
211557,10,86,-8,1,3,0,40101,12,3,-8
211580,10,86,6,1,3,0,0,12,6,2
211600,10,86,-8,1,3,0,40111,12,17,2
211676,10,86,-8,1,3,0,40111,1,12,-8
211677,10,86,-8,1,3,0,40013,8,12,-8
211762,10,86,-8,1,3,0,40111,2,14,-8
211763,10,86,-8,1,3,0,40111,2,14,-8
211774,10,86,-8,1,3,0,0,1,13,-8
211783,10,86,-8,1,3,0,40127,1,14,-8
211918,10,87,-8,1,3,0,0,3,14,-8
211983,10,87,-8,4,3,0,0,3,1,-8
211999,10,87,-8,3,3,0,88888,3,1,-8
212152,10,87,-8,1,3,0,0,1,3,-8
212400,10,87,-8,1,3,0,0,1,3,-8
212540,10,87,-8,1,3,0,0,3,3,-8
212618,10,87,-8,4,3,0,88888,3,3,-8
212700,10,87,-8,1,3,0,0,3,3,-8
212846,10,87,-8,1,3,0,0,3,3,-8
212847,10,87,-8,1,3,0,0,3,3,-8
212867,10,87,-8,1,3,0,0,3,1,-8
212871,10,87,-8,5,3,0,0,3,3,-8
212888,10,87,-8,1,3,0,0,3,3,-8
212921,10,87,-8,1,3,0,0,3,3,-8
212948,10,87,-8,1,3,0,0,3,1,-8
212949,10,87,-8,1,3,0,0,3,3,-8
213004,10,87,-8,1,3,0,40087,3,3,-8
213021,10,87,-8,2,3,0,0,3,3,-8
213032,10,87,-8,1,3,0,88888,2,3,-8
213064,10,87,-8,2,3,0,88888,3,3,-8
213073,10,87,-8,1,3,0,88888,3,3,-8
213085,10,87,-8,1,3,0,88888,3,3,-8
213086,10,87,-8,1,3,0,88888,2,3,-8
213097,10,87,-8,1,3,0,88888,1,3,-8
213114,10,87,-8,1,3,0,88888,3,3,-8
213119,10,87,-8,1,3,0,0,3,3,-8
213132,10,87,-8,1,3,0,0,3,1,-8
213145,10,87,-8,5,3,0,0,5,6,1
213153,10,87,-8,1,3,0,0,2,3,-8
213155,10,87,-8,1,3,0,0,1,3,-8
213160,10,87,-8,1,3,0,0,1,1,-8
213174,10,87,-8,1,3,0,0,3,3,-8
213179,10,87,-8,1,3,0,0,3,3,-8
213188,10,87,-8,1,3,0,0,3,3,-8
213189,10,87,-8,1,3,0,0,1,3,-8
213206,10,87,-8,1,3,0,0,3,3,-8
213345,10,87,-8,1,3,0,0,1,3,-8
213359,10,87,-8,1,3,0,0,3,17,2
213366,10,87,-8,1,3,0,0,2,3,-8
213383,10,87,-8,1,3,0,0,2,3,-8
213384,10,87,-8,1,3,0,0,3,1,-8
213433,10,87,-8,1,3,0,0,2,3,-8
213549,10,87,-8,1,3,0,0,3,3,-8
213556,10,87,-8,1,3,0,0,2,3,-8
213586,10,87,-8,1,3,0,0,4,3,-8
213648,10,87,-8,1,3,0,0,4,11,-8
213697,10,87,-8,1,3,0,0,2,14,-8
213706,10,87,-8,1,3,0,0,3,14,-8
213775,10,87,-8,1,3,0,88888,3,14,-8
213804,10,87,-8,1,3,0,88888,1,14,-8
213828,10,87,-8,3,3,0,88888,1,14,-8
213897,10,87,-8,1,3,0,40017,5,14,-8
213903,10,87,-8,1,3,0,88888,1,14,-8
213924,10,87,-8,1,3,0,88888,3,14,-8
213932,10,87,-8,1,3,0,40109,3,14,-8
213934,10,87,-8,1,3,0,88888,3,14,-8
213961,10,87,-8,1,3,0,88888,1,14,-8
213963,10,87,-8,1,3,0,88888,4,11,-8
213989,10,87,-8,1,3,0,88888,3,14,-8
214085,10,87,-8,1,3,0,88888,3,14,-8
214132,10,87,-8,1,3,0,88888,3,13,-8
214158,10,87,-8,1,3,0,88888,1,2,-8
214171,10,87,-8,1,3,0,88888,1,14,-8
214183,10,87,-8,1,3,0,88888,3,11,-8
214189,10,87,-8,1,3,0,88888,2,14,-8
214239,10,87,-8,1,3,0,0,3,11,-8
214240,10,87,-8,1,3,0,0,3,14,-8
214242,10,87,-8,1,3,0,0,3,14,-8
214288,10,87,-8,1,3,0,40109,12,14,-8
214297,10,87,-8,1,3,0,0,3,14,-8
214350,10,87,-8,1,3,0,0,1,14,-8
214370,10,87,-8,1,3,0,0,12,14,-8
214371,10,87,-8,1,3,0,0,12,13,-8
214399,10,87,-8,1,3,0,0,1,11,-8
214401,10,87,-8,1,3,0,0,3,13,-8
214415,10,87,-8,1,3,0,0,3,14,-8
214458,10,87,-8,1,3,0,0,1,14,-8
214460,10,87,-8,1,3,0,0,3,11,-8
214525,10,87,-8,1,3,0,0,1,14,-8
214557,10,87,-8,1,3,0,0,1,14,-8
214559,10,87,-8,1,3,0,0,4,14,-8
214580,10,87,-8,3,3,0,0,1,13,-8
214672,10,87,-8,1,3,0,0,1,13,-8
214740,10,88,-8,4,3,0,49035,2,14,-8
214756,10,88,-8,1,3,0,49057,11,2,-8
214760,10,88,-8,1,3,0,49057,2,11,-8
214781,10,88,-8,1,3,0,49035,11,2,-8
214795,10,88,-8,1,3,0,49057,11,13,-8
214850,10,88,-8,1,3,0,49057,10,14,-8
215015,10,88,-8,1,3,0,49035,4,11,-8
215022,10,88,-8,1,3,0,49035,10,17,2
215024,10,88,-8,1,3,0,49035,10,17,1
215027,10,88,-8,1,3,0,49035,10,14,-8
215030,10,88,-8,1,3,0,49035,10,17,3
215031,10,88,-8,1,3,0,49035,2,14,-8
215032,10,88,-8,1,3,0,49035,4,11,-8
215034,10,88,-8,1,3,0,49035,10,14,-8
215035,10,88,-8,1,3,0,49035,10,17,3
215036,10,88,-8,1,3,0,49035,10,17,3
215037,10,88,-8,1,3,0,49035,10,17,3
215038,10,88,-8,1,3,0,49035,10,17,3
215039,10,88,-8,1,3,0,49035,10,17,3
215040,10,88,-8,1,3,0,49035,10,17,3
215041,10,88,-8,1,3,0,49035,10,17,3
215042,10,88,-8,1,3,0,49035,10,17,3
215043,10,88,-8,1,3,0,49035,10,17,3
215044,10,88,-8,1,3,0,49035,10,17,3
215045,10,88,-8,1,3,0,49035,10,17,3
215046,10,88,-8,1,3,0,49035,10,17,3
215047,10,88,-8,1,3,0,49035,10,17,3
215048,10,88,-8,1,3,0,49035,10,17,3
215049,10,88,-8,1,3,0,49035,10,17,3
215050,10,88,-8,1,3,0,49035,10,17,3
215051,10,88,-8,1,3,0,49035,10,17,3
215052,10,88,-8,1,3,0,49035,10,17,3
215053,10,88,-8,1,3,0,49035,10,17,3
215054,10,88,-8,1,3,0,49035,10,17,3
215055,10,88,-8,1,3,0,49035,10,17,3
215056,10,88,-8,1,3,0,49035,10,17,3
215057,10,88,-8,1,3,0,49035,10,17,3
215058,10,88,-8,1,3,0,49035,10,17,3
215059,10,88,-8,1,3,0,49035,10,17,3
215061,10,88,-8,1,3,0,49035,10,17,3
215062,10,88,-8,1,3,0,49035,10,17,3
215063,10,88,-8,1,3,0,49035,10,17,3
215064,10,88,-8,1,3,0,49035,10,17,3
215065,10,88,-8,1,3,0,49035,10,17,3
215066,10,88,-8,1,3,0,49035,10,17,3
215067,10,88,-8,1,3,0,49035,10,17,3
215068,10,88,-8,1,3,0,49035,10,17,3
215069,10,88,-8,1,3,0,49035,10,17,3
215070,10,88,-8,1,3,0,49035,10,17,3
215071,10,88,-8,1,3,0,49035,10,17,3
215072,10,88,-8,1,3,0,49035,10,17,3
215073,10,88,-8,1,3,0,49035,10,17,3
215075,10,88,-8,1,3,0,49035,10,14,-8
215076,10,88,-8,1,3,0,49035,10,17,3
215077,10,88,-8,1,3,0,49035,10,17,3
215078,10,88,-8,1,3,0,49035,10,17,3
215079,10,88,-8,1,3,0,49035,10,17,3
215080,10,88,-8,1,3,0,49035,10,17,3
215081,10,88,-8,1,3,0,49035,10,17,3
215082,10,88,-8,1,3,0,49035,10,17,3
215083,10,88,-8,1,3,0,49035,10,17,3
215084,10,88,-8,1,3,0,49035,10,17,3
215085,10,88,-8,1,3,0,49035,10,17,3
215086,10,88,-8,1,3,0,49035,10,17,3
215087,10,88,-8,1,3,0,49035,10,17,3
215088,10,88,-8,1,3,0,49035,10,17,3
215089,10,88,-8,1,3,0,49035,10,17,3
215090,10,88,-8,1,3,0,49035,10,17,3
215091,10,88,-8,1,3,0,49035,10,14,-8
215092,10,88,-8,1,3,0,49035,10,17,3
215093,10,88,-8,1,3,0,49035,10,17,3
215094,10,88,-8,1,3,0,49035,10,17,3
215095,10,88,-8,1,3,0,49035,10,17,3
215096,10,88,-8,1,3,0,49035,10,17,3
215097,10,88,-8,1,3,0,49035,10,17,3
215098,10,88,-8,1,3,0,49035,10,17,3
215099,10,88,-8,1,3,0,49035,10,17,3
215100,10,88,-8,1,3,0,49035,10,17,3
215101,10,88,-8,1,3,0,49035,10,17,3
215102,10,88,-8,1,3,0,49035,10,17,3
215103,10,88,-8,1,3,0,49035,10,17,3
215104,10,88,-8,1,3,0,49035,10,17,3
215108,10,88,-8,1,3,0,49035,10,17,3
215109,10,88,-8,1,3,0,49035,10,17,3
215110,10,88,-8,1,3,0,49035,10,17,3
215111,10,88,-8,1,3,0,49035,10,17,3
215112,10,88,-8,1,3,0,49035,10,17,3
215113,10,88,-8,1,3,0,49035,10,17,3
215114,10,88,-8,1,3,0,49035,10,17,3
215115,10,88,-8,1,3,0,49035,10,17,3
215116,10,88,-8,1,3,0,49035,10,17,3
215117,10,88,-8,1,3,0,49035,10,17,3
215118,10,88,-8,1,3,0,49035,10,17,3
215119,10,88,-8,1,3,0,49035,10,17,3
215120,10,88,-8,1,3,0,49035,10,17,3
215121,10,88,-8,1,3,0,49035,10,17,3
215122,10,88,-8,1,3,0,49035,10,17,3
215123,10,88,-8,1,3,0,49035,10,17,3
215124,10,88,-8,1,3,0,49035,10,17,3
215125,10,88,-8,1,3,0,49035,10,17,3
215126,10,88,-8,1,3,0,49035,10,17,3
215127,10,88,-8,1,3,0,49035,10,14,-8
215128,10,88,-8,1,3,0,49035,10,17,3
215129,10,88,-8,1,3,0,49035,10,14,-8
215130,10,88,-8,1,3,0,49035,10,17,3
215131,10,88,-8,1,3,0,49035,10,17,3
215132,10,88,-8,1,3,0,49035,10,17,3
215133,10,88,-8,1,3,0,49035,4,11,-8
215134,10,88,-8,1,3,0,49035,10,17,3
215135,10,88,-8,1,3,0,49035,4,11,-8
215136,10,88,-8,1,3,0,49035,4,11,-8
215137,10,88,-8,1,3,0,49035,10,17,3
215138,10,88,-8,1,3,0,49035,10,17,3
215139,10,88,-8,1,3,0,49035,10,17,3
215140,10,88,-8,1,3,0,49035,10,17,3
215141,10,88,-8,1,3,0,49035,10,17,3
215142,10,88,-8,1,3,0,49035,10,17,3
215143,10,88,-8,1,3,0,49035,10,17,3
215144,10,88,-8,1,3,0,49035,10,17,3
215145,10,88,-8,1,3,0,49035,10,17,3
215146,10,88,-8,1,3,0,49035,10,17,3
215147,10,88,-8,1,3,0,49035,10,17,3
215148,10,88,-8,1,3,0,49035,10,17,3
215149,10,88,-8,1,3,0,49035,10,17,3
215150,10,88,-8,1,3,0,49035,10,17,3
215151,10,88,-8,1,3,0,49035,10,17,3
215152,10,88,-8,1,3,0,49035,10,17,3
215153,10,88,-8,1,3,0,49035,10,17,3
215154,10,88,-8,1,3,0,49035,10,17,3
215156,10,88,-8,1,3,0,49035,10,17,3
215157,10,88,-8,1,3,0,49035,10,17,3
215158,10,88,-8,1,3,0,49035,10,17,3
215159,10,88,-8,1,3,0,49035,10,17,3
215160,10,88,-8,1,3,0,49035,10,17,3
215161,10,88,-8,1,3,0,49035,10,14,-8
215162,10,88,-8,1,3,0,49035,10,17,3
215163,10,88,-8,1,3,0,49035,10,17,3
215164,10,88,-8,1,3,0,49035,10,17,3
215165,10,88,-8,1,3,0,49035,10,17,3
215166,10,88,-8,1,3,0,49035,10,17,3
215167,10,88,-8,1,3,0,49035,10,17,3
215168,10,88,-8,1,3,0,49035,10,17,3
215169,10,88,-8,1,3,0,49035,10,17,3
215170,10,88,-8,1,3,0,49035,10,17,3
215171,10,88,-8,1,3,0,49035,10,17,3
215172,10,88,-8,1,3,0,49035,10,17,3
215173,10,88,-8,1,3,0,49035,10,17,3
215174,10,88,-8,1,3,0,49035,10,17,3
215175,10,88,-8,1,3,0,49035,10,17,3
215176,10,88,-8,1,3,0,49035,10,17,3
215177,10,88,-8,1,3,0,49035,10,17,3
215178,10,88,-8,1,3,0,49035,10,17,3
215179,10,88,-8,1,3,0,49035,10,17,3
215180,10,88,-8,1,3,0,49035,10,17,3
215181,10,88,-8,1,3,0,49035,10,17,3
215182,10,88,-8,1,3,0,49035,10,17,3
215183,10,88,-8,1,3,0,49035,10,17,3
215184,10,88,-8,1,3,0,49035,10,17,3
215185,10,88,-8,1,3,0,49035,10,17,3
215186,10,88,-8,1,3,0,49035,10,17,3
215187,10,88,-8,1,3,0,49035,10,17,3
215188,10,88,-8,1,3,0,49035,10,17,3
215189,10,88,-8,1,3,0,49035,10,17,3
215190,10,88,-8,1,3,0,49035,10,17,3
215191,10,88,-8,1,3,0,49035,10,17,3
215192,10,88,-8,1,3,0,49035,10,17,3
215193,10,88,-8,1,3,0,49035,10,17,3
215194,10,88,-8,1,3,0,49035,10,17,3
215195,10,88,-8,1,3,0,49035,10,17,3
215196,10,88,-8,1,3,0,49035,10,17,3
215197,10,88,-8,1,3,0,49035,10,17,3
215198,10,88,-8,1,3,0,49035,10,17,3
215199,10,88,-8,1,3,0,49035,10,17,3
215200,10,88,-8,1,3,0,49035,10,17,3
215201,10,88,-8,1,3,0,49035,10,17,3
215202,10,88,-8,1,3,0,49035,10,17,3
215203,10,88,-8,1,3,0,49035,10,17,3
215204,10,88,-8,1,3,0,49035,10,17,3
215205,10,88,-8,1,3,0,49035,10,17,3
215206,10,88,-8,1,3,0,49035,10,17,3
215207,10,88,-8,1,3,0,49035,10,17,3
215208,10,88,-8,1,3,0,49035,10,17,3
215209,10,88,-8,1,3,0,49035,10,17,3
215210,10,88,-8,1,3,0,49035,10,17,3
215211,10,88,-8,1,3,0,49035,10,17,3
215212,10,88,-8,1,3,0,49035,10,17,3
