,CIRCUIT,DISTRICT,TRANSOFF,ORIGIN,JURIS,JURY,COUNTY,PROCPROG,DISP,JUDGMENT
197,0,90,-8,1,3,0,11001,1,3,-8
198,0,90,-8,1,3,0,11001,1,3,-8
587,0,90,-8,1,3,0,88888,2,14,-8
943,0,90,-8,1,3,0,11001,3,3,-8
1568,0,90,-8,1,3,0,88888,12,1,-8
2330,0,90,-8,1,3,0,11001,2,6,1
2343,0,90,-8,1,3,0,11001,10,14,-8
2553,0,90,-8,1,3,0,11001,1,3,-8
3013,0,90,-8,1,3,0,11001,1,3,-8
3354,0,90,-8,1,2,0,11001,2,11,-8
3526,0,90,-8,1,3,0,11001,2,14,-8
3654,0,90,-8,1,3,0,11001,10,12,-8
3770,0,90,-8,5,3,0,88888,2,14,-8
3823,0,90,-8,1,3,0,11001,2,14,-8
3836,0,90,-8,1,3,0,88888,1,14,-8
3839,0,90,-8,1,2,0,11001,1,0,-8
4159,1,0,-8,1,3,0,23003,5,3,-8
4160,1,0,-8,1,3,0,23003,5,2,-8
4161,1,0,-8,1,3,0,23003,5,3,-8
4162,1,0,-8,1,3,0,23003,5,3,-8
4163,1,0,-8,1,3,0,23003,5,3,-8
4349,1,0,-8,1,3,0,23005,10,14,-8
4546,1,0,-8,5,3,0,23005,10,1,-8
4614,1,0,-8,1,3,0,23003,12,6,4
5143,1,1,-8,1,3,0,0,1,3,-8
5234,1,1,-8,1,3,0,0,3,3,-8
5262,1,1,-8,1,3,0,0,1,3,-8
5404,1,1,-8,1,3,0,0,1,3,-8
5457,1,1,-8,1,3,0,0,4,6,2
5501,1,1,-8,1,3,0,0,1,3,-8
5581,1,1,-8,1,3,0,0,2,6,2
5607,1,1,-8,1,3,0,0,3,3,-8
5643,1,1,-8,1,3,0,0,1,3,-8
5647,1,1,-8,1,3,0,0,10,17,-8
5665,1,1,-8,1,3,0,25025,1,6,3
5708,1,1,-8,1,2,0,0,1,3,-8
5813,1,1,-8,1,3,0,0,1,3,-8
5821,1,1,-8,1,3,0,0,1,3,-8
5837,1,1,-8,1,3,0,0,1,3,-8
5873,1,1,-8,1,3,0,0,1,3,-8
5931,1,1,-8,1,3,0,0,5,3,-8
6052,1,1,-8,1,3,0,0,3,3,-8
6085,1,1,-8,1,3,0,0,3,3,-8
6223,1,1,-8,1,3,0,0,10,17,-8
6344,1,1,-8,1,3,0,0,3,3,-8
6372,1,1,-8,1,3,0,0,10,1,-8
6419,1,1,-8,1,3,0,0,1,3,-8
6565,1,1,-8,1,3,0,88888,4,1,-8
6608,1,1,-8,1,3,0,0,4,1,-8
6609,1,1,-8,1,3,0,0,2,17,4
6698,1,1,-8,1,3,0,0,2,17,-8
6762,1,1,-8,1,3,0,88888,2,3,-8
6763,1,1,-8,1,3,0,88888,1,3,-8
6832,1,1,-8,1,3,0,88888,4,1,-8
6913,1,1,-8,1,3,0,0,2,3,-8
6915,1,1,-8,1,3,0,0,2,17,-8
6968,1,1,-8,1,3,0,0,4,6,2
6969,1,1,-8,1,3,0,0,2,3,-8
6970,1,1,-8,1,3,0,0,4,6,2
6978,1,1,-8,1,3,0,0,2,3,-8
6979,1,1,-8,1,3,0,0,1,3,-8
7042,1,1,-8,1,3,0,0,1,3,-8
7101,1,1,-8,1,3,0,0,4,5,4
7102,1,1,-8,1,3,0,0,1,3,-8
7103,1,1,-8,1,3,0,0,4,6,2
7165,1,1,-8,1,3,0,0,4,17,4
7166,1,1,-8,1,3,0,0,4,3,-8
7167,1,1,-8,1,3,0,0,1,3,-8
7188,1,1,-8,1,3,0,0,2,17,-8
7189,1,1,-8,1,3,0,0,2,17,-8
7328,1,1,-8,1,3,0,88888,1,2,-8
7358,1,1,-8,1,3,0,88888,8,9,1
7365,1,1,-8,1,3,0,88888,2,6,1
7373,1,1,-8,1,3,0,88888,1,12,-8
7382,1,1,-8,1,3,0,88888,10,1,-8
7389,1,1,-8,1,3,0,0,4,11,-8
7407,1,1,-8,1,3,0,88888,12,6,4
7422,1,1,-8,1,3,0,88888,10,17,-8
7475,1,1,-8,1,3,0,88888,3,13,-8
7517,1,1,-8,1,3,0,88888,12,14,-8
7524,1,1,-8,1,3,0,88888,2,14,-8
7555,1,1,-8,1,3,0,0,3,12,-8
7560,1,1,-8,1,3,0,0,12,14,-8
7663,1,1,-8,1,3,0,88888,2,2,-8
7750,1,1,-8,1,3,0,88888,2,2,-8
7848,1,1,-8,1,3,0,88888,4,11,-8
7888,1,1,-8,1,3,0,88888,2,13,-8
7892,1,1,-8,1,3,0,88888,1,13,-8
7981,1,1,-8,1,3,0,0,1,12,-8
8000,1,1,-8,1,3,0,0,3,12,-8
8001,1,1,-8,1,3,0,0,1,12,-8
8023,1,1,-8,1,3,0,0,4,14,-8
8037,1,1,-8,1,3,0,0,12,12,-8
8064,1,1,1,1,3,0,88888,12,14,-8
8105,1,1,-8,1,3,0,25025,2,14,-8
8345,1,1,-8,1,3,0,25013,10,17,-8
8391,1,1,-8,1,1,0,25015,10,17,-8
8441,1,1,-8,1,1,0,25015,8,9,1
8442,1,1,-8,1,1,0,25015,10,3,-8
8454,1,1,-8,1,3,0,25003,10,17,-8
8472,1,1,-8,1,3,0,25003,10,3,-8
8477,1,1,-8,1,3,0,25015,10,3,-8
8521,1,1,-8,1,3,0,25003,4,14,-8
8928,1,2,-8,1,3,0,33015,10,17,2
8929,1,2,-8,1,3,0,33015,10,17,2
8994,1,2,-8,1,3,0,33015,10,14,-8
9015,1,2,-8,1,3,0,33015,10,17,-8
9121,1,2,-8,1,3,0,88888,10,14,-8
9122,1,2,-8,1,3,0,33009,10,17,-8
9123,1,2,-8,1,3,0,88888,2,17,-8
9148,1,2,-8,1,3,0,33017,10,13,-8
9149,1,2,-8,1,3,0,33011,2,17,-8
9512,1,3,-8,1,3,0,88888,8,1,-8
9613,1,3,-8,1,3,0,0,4,0,-8
9903,1,4,-8,1,3,0,72025,4,3,-8
10018,1,4,-8,1,3,0,0,2,3,-8
10021,1,4,-8,1,3,0,72127,4,3,-8
10078,1,4,-8,1,3,0,72013,12,14,-8
10277,1,4,-8,1,3,0,72127,4,3,-8
10333,1,4,-8,1,3,0,72127,4,6,1
10335,1,4,-8,1,3,0,72127,2,3,-8
10347,1,4,-8,1,3,0,72127,5,6,2
10372,1,4,-8,1,3,0,72127,2,3,-8
10396,1,4,-8,1,3,0,72061,2,3,-8
10397,1,4,-8,1,3,0,72061,2,3,-8
10398,1,4,-8,1,3,0,72061,2,3,-8
10489,1,4,-8,1,3,0,72033,2,6,1
10499,1,4,-8,1,3,0,72127,4,3,-8
10566,1,4,-8,1,3,0,72113,2,6,4
10604,1,4,-8,1,3,0,72127,4,3,-8
10605,1,4,-8,1,3,0,72127,4,3,-8
10606,1,4,-8,1,3,0,72061,2,3,-8
10660,1,4,-8,1,3,0,72127,2,1,-8
10661,1,4,-8,1,3,0,72127,2,6,1
10811,1,4,-8,1,3,0,72127,2,1,-8
10897,1,4,-8,1,3,0,72127,2,3,-8
10899,1,4,-8,1,3,0,72127,4,1,-8
10912,1,4,-8,1,3,0,72127,2,3,-8
10913,1,4,-8,1,3,0,72127,2,3,-8
10915,1,4,-8,1,3,0,88888,2,3,-8
10921,1,4,-8,1,3,0,72061,1,3,-8
10991,1,4,-8,1,3,0,72153,2,6,2
11002,1,4,-8,1,3,0,72127,2,3,-8
11005,1,4,-8,1,3,0,72127,2,6,4
11009,1,4,-8,1,3,0,72127,2,3,-8
11041,1,4,-8,1,3,0,72127,6,3,-8
11217,1,4,-8,1,3,0,72127,2,3,-8
11221,1,4,-8,1,3,0,72127,4,3,-8
11222,1,4,-8,1,3,0,72111,2,5,3
11223,1,4,-8,1,3,0,72127,2,3,-8
11307,1,4,-8,1,3,0,88888,4,5,1
11403,1,4,-8,1,3,0,72053,1,3,-8
11404,1,4,-8,1,3,0,72145,2,3,-8
11405,1,4,-8,1,3,0,72139,2,3,-8
11444,1,4,-8,1,3,0,72127,1,17,-8
11559,1,4,-8,1,3,0,72025,2,1,-8
12015,1,4,-8,1,3,0,72127,2,2,-8
12016,1,4,-8,1,3,0,72005,2,3,-8
12017,1,4,-8,1,3,0,72127,1,2,-8
12466,2,5,-8,1,3,0,9009,3,13,-8
12678,2,5,-8,1,3,0,9003,2,14,-8
12749,2,5,-8,1,3,0,9001,12,6,2
12982,2,5,-8,1,3,0,9005,12,6,2
12991,2,5,-8,1,1,0,9003,4,6,2
13047,2,5,-8,1,1,0,9003,1,12,-8
13076,2,5,-8,1,1,0,9003,2,14,-8
13130,2,5,-8,1,3,0,88888,11,11,-8
13286,2,5,-8,1,2,0,9003,12,6,1
13323,2,5,-8,1,3,0,9003,2,14,-8
13375,2,5,-8,1,3,0,9003,1,13,-8
13541,2,5,-8,1,3,0,9003,12,6,1
14193,2,5,-8,1,3,0,9001,2,2,-8
14252,2,5,-8,1,3,0,88888,12,11,-8
14304,2,5,-8,1,3,0,9001,12,14,-8
14322,2,5,-8,1,3,0,9009,2,14,-8
14583,2,5,-8,1,3,0,88888,10,17,3
14585,2,5,-8,1,3,0,9001,10,17,3
14629,2,5,-8,1,3,0,9001,1,12,-8
14683,2,5,-8,1,3,0,9001,1,12,-8
14684,2,5,-8,1,3,0,9001,10,17,2
14701,2,5,-8,1,3,0,9001,1,12,-8
14702,2,5,-8,1,3,0,9001,10,11,-8
14731,2,5,-8,1,3,0,9001,1,17,-8
14750,2,5,-8,1,3,0,9001,1,6,2
15281,2,6,-8,1,3,0,36065,1,3,-8
15352,2,6,-8,1,3,0,0,2,12,-8
15354,2,6,-8,1,3,0,36001,2,14,-8
15371,2,6,-8,1,3,0,36093,2,11,-8
16084,2,6,-8,1,3,0,0,8,9,4
16123,2,6,-8,1,3,0,36055,8,9,4
16157,2,6,-8,1,3,0,36001,1,3,-8
16158,2,6,-8,1,3,0,36001,1,3,-8
16194,2,6,-8,1,3,0,36077,1,3,-8
16195,2,6,-8,1,3,0,36053,2,6,-8
16197,2,6,-8,1,3,0,36053,2,3,-8
16201,2,6,-8,1,3,0,36001,10,6,-8
16213,2,6,-8,1,3,0,36001,1,3,-8
16214,2,6,-8,1,3,0,36001,1,3,-8
16224,2,6,-8,1,3,0,36021,1,3,-8
16295,2,6,-8,1,3,0,36065,1,14,-8
16297,2,6,-8,1,3,0,36083,1,13,-8
16311,2,6,-8,1,3,0,36067,11,13,-8
16330,2,6,-8,1,3,0,36001,2,12,-8
16365,2,7,-8,1,3,0,36103,1,14,-8
16368,2,7,-8,1,3,0,36103,1,14,-8
16374,2,7,-8,1,2,0,36103,1,17,2
16999,2,7,-8,1,3,0,36047,1,14,-8
17143,2,7,1,1,1,0,36103,1,14,-8
17187,2,7,-8,1,3,0,36047,10,14,-8
17580,2,7,-8,1,3,0,36081,2,17,3
17592,2,7,-8,1,3,0,36059,2,17,2
18006,2,7,-8,7,3,0,36085,1,14,-8
18089,2,7,-8,1,3,0,36103,2,14,-8
18090,2,7,-8,1,3,0,36103,2,14,-8
18184,2,7,-8,1,3,0,36103,1,13,-8
18259,2,7,-8,1,3,0,36059,1,14,-8
18366,2,7,-8,7,3,0,99999,2,13,-8
18426,2,7,-8,1,3,0,36085,1,14,-8
18435,2,7,-8,1,2,0,36059,1,14,-8
18527,2,7,-8,7,3,0,36059,4,6,1
18528,2,7,-8,1,3,0,36103,2,17,2
18529,2,7,-8,1,3,0,36103,2,14,-8
18597,2,7,-8,1,3,0,88888,1,14,-8
18610,2,7,-8,1,3,0,36059,2,11,-8
18613,2,7,-8,1,3,0,36059,2,14,-8
18731,2,7,-8,5,3,0,88888,2,14,-8
18770,2,7,-8,1,1,0,88888,2,11,-8
18789,2,7,-8,1,3,0,36059,1,14,-8
18790,2,7,-8,1,3,0,36061,2,17,3
18837,2,7,-8,1,3,0,88888,5,11,-8
18965,2,7,-8,1,3,0,88888,1,14,-8
18966,2,7,-8,1,3,0,88888,1,14,-8
18967,2,7,-8,1,3,0,88888,1,14,-8
18968,2,7,-8,1,3,0,88888,1,14,-8
19062,2,7,-8,1,1,0,36081,1,14,-8
19065,2,7,-8,1,3,0,88888,2,17,2
19182,2,7,-8,1,3,0,36103,11,14,-8
19277,2,7,-8,1,3,0,36061,1,11,-8
19308,2,7,-8,1,3,0,36047,2,17,2
19484,2,7,-8,1,3,0,36081,1,14,-8
19569,2,7,-8,1,3,0,36047,2,17,2
19579,2,7,-8,1,3,0,88888,1,14,-8
19584,2,7,-8,1,3,0,88888,12,14,-8
19611,2,7,-8,1,3,0,36061,1,14,-8
19665,2,7,-8,1,3,0,88888,1,14,-8
19750,2,7,-8,1,3,0,36061,2,12,-8
19760,2,7,-8,7,3,0,88888,2,17,-8
19771,2,7,-8,5,3,0,88888,1,13,-8
19788,2,7,-8,1,3,0,88888,2,17,-8
19817,2,7,-8,5,1,0,88888,2,17,-8
19818,2,7,-8,5,1,0,88888,2,17,-8
19848,2,7,-8,1,3,0,36103,11,14,-8
19903,2,7,-8,1,1,0,88888,2,14,-8
19904,2,7,-8,1,1,0,88888,11,17,-8
19906,2,7,-8,1,3,0,88888,11,14,-8
19910,2,7,-8,1,3,0,36061,1,14,-8
19960,2,7,-8,5,2,0,88888,11,17,1
20266,2,7,-8,1,3,0,36059,4,6,1
20279,2,7,9,1,1,0,36059,5,11,-8
20319,2,7,-8,1,2,0,36103,1,14,-8
20320,2,7,-8,1,1,0,36103,1,14,-8
20347,2,7,-8,1,3,0,36103,1,14,-8
20353,2,7,-8,1,3,0,36059,1,11,-8
20370,2,7,-8,1,3,0,36059,1,14,-8
20434,2,7,-8,1,3,0,36059,1,13,-8
20457,2,7,-8,1,3,0,36059,1,14,-8
20459,2,7,-8,1,3,0,36059,11,6,2
20469,2,7,-8,1,3,0,36103,1,13,-8
20489,2,7,-8,1,3,0,36059,4,6,2
20511,2,7,-8,1,3,0,36059,1,14,-8
20552,2,7,-8,1,3,0,36059,4,6,1
20568,2,7,-8,1,3,0,36059,1,11,-8
20582,2,7,-8,1,3,0,36103,1,14,-8
20584,2,7,-8,1,3,0,36103,1,13,-8
20661,2,7,-8,1,3,0,36103,3,11,-8
20685,2,7,-8,1,3,0,36059,1,14,-8
20697,2,7,-8,1,3,0,36059,5,6,2
20721,2,7,-8,1,3,0,36059,12,6,2
20723,2,7,-8,1,3,0,36059,1,14,-8
20725,2,7,-8,1,1,0,36059,5,14,-8
20758,2,7,-8,1,3,0,36059,1,14,-8
21438,2,8,-8,1,3,0,36061,4,3,-8
21441,2,8,-8,4,3,0,36061,1,3,-8
21579,2,8,-8,5,3,0,36061,1,1,-8
22004,2,8,-8,1,3,0,36061,1,3,-8
22095,2,8,-8,1,3,0,36061,1,3,-8
22096,2,8,-8,1,3,0,36061,1,1,-8
22239,2,8,-8,7,3,0,36061,1,3,-8
22397,2,8,-8,5,3,0,36061,3,1,-8
22403,2,8,-8,7,3,0,36061,5,3,-8
22701,2,8,-8,7,3,0,36119,1,3,-8
23056,2,8,-8,1,3,0,88888,3,2,-8
23250,2,8,-8,1,3,0,36061,1,3,-8
23314,2,8,-8,1,3,0,36061,5,3,-8
23465,2,8,-8,1,3,0,36061,2,3,-8
23527,2,8,-8,1,3,0,36061,5,3,-8
23544,2,8,-8,1,3,0,36061,4,1,-8
23658,2,8,-8,1,3,0,36061,1,2,-8
23807,2,8,-8,1,3,0,36061,1,3,-8
23813,2,8,-8,1,3,0,36001,1,3,-8
23814,2,8,-8,1,3,0,36061,1,3,-8
23845,2,8,-8,1,3,0,36061,1,3,-8
23965,2,8,-8,1,3,0,88888,1,3,-8
24074,2,8,-8,7,3,0,36061,1,3,-8
24162,2,8,-8,1,3,0,88888,1,3,-8
24336,2,8,-8,1,3,0,36061,1,3,-8
24440,2,8,-8,1,3,0,36061,5,3,-8
24526,2,8,-8,1,3,0,36063,1,3,-8
24528,2,8,-8,1,3,0,36061,1,3,-8
24644,2,8,-8,1,3,0,88888,5,3,-8
24645,2,8,-8,1,3,0,36061,5,3,-8
24667,2,8,-8,7,3,0,36119,1,3,-8
24699,2,8,-8,7,3,0,36061,5,3,-8
24720,2,8,-8,7,3,0,88888,1,3,-8
24819,2,8,-8,1,3,0,36061,5,3,-8
24930,2,8,-8,1,2,0,88888,1,3,-8
25060,2,8,-8,1,3,0,36061,1,3,-8
25065,2,8,-8,6,3,0,36059,1,1,-8
25155,2,8,-8,1,3,0,36061,3,1,-8
25165,2,8,-8,1,3,0,36061,1,2,-8
25251,2,8,-8,1,2,0,36061,1,3,-8
25346,2,8,-8,1,3,0,36061,1,1,-8
25350,2,8,-8,1,3,0,88888,1,1,-8
25351,2,8,-8,1,3,0,88888,1,1,-8
25352,2,8,-8,1,3,0,88888,8,1,-8
25516,2,8,-8,1,3,0,0,1,3,-8
25536,2,8,-8,1,3,0,36059,1,3,-8
25576,2,8,-8,1,3,0,36061,1,3,-8
25722,2,8,-8,1,2,0,36119,3,1,-8
25795,2,8,-8,1,3,0,36061,1,3,-8
25847,2,8,-8,1,3,0,36081,1,1,-8
26018,2,8,-8,1,3,0,88888,1,14,-8
26028,2,8,-8,1,3,0,36061,1,13,-8
26029,2,8,-8,1,3,0,88888,12,13,-8
26096,2,8,-8,1,3,0,36061,2,12,-8
26270,2,8,-8,1,3,0,0,2,13,-8
26465,2,8,-8,1,3,0,88888,1,3,-8
26571,2,8,-8,1,3,0,36061,1,2,-8
26718,2,8,-8,1,3,0,36061,2,13,-8
26746,2,8,-8,1,3,0,36061,2,13,-8
27010,2,8,-8,1,3,0,36061,3,3,-8
27079,2,8,-8,7,3,0,88888,1,3,-8
27089,2,8,-8,1,3,0,88888,1,1,-8
27153,2,8,-8,1,3,0,88888,1,3,-8
27304,2,8,-8,1,3,0,36061,1,12,-8
27309,2,8,-8,1,3,0,36061,1,13,-8
27374,2,8,-8,1,3,0,36061,1,14,-8
27561,2,8,-8,1,3,0,36119,2,6,2
27585,2,8,-8,7,3,0,88888,1,3,-8
27603,2,8,-8,1,3,0,36005,2,12,-8
27718,2,8,-8,1,3,0,36061,1,12,-8
27741,2,8,-8,1,3,0,36061,1,1,-8
27824,2,8,-8,7,3,0,88888,1,3,-8
28015,2,8,-8,1,3,0,36119,1,3,-8
28078,2,8,-8,1,3,0,36061,1,1,-8
28173,2,8,-8,1,3,0,88888,1,3,-8
28179,2,8,-8,1,3,0,36061,4,3,-8
28261,2,8,-8,2,2,0,36061,1,3,-8
28262,2,8,-8,1,3,0,36061,1,3,-8
28393,2,8,-8,1,3,0,36119,1,3,-8
28478,2,8,-8,1,3,0,36061,1,3,-8
28816,2,8,-8,1,3,0,36061,1,13,-8
29051,2,8,-8,1,3,0,36103,11,14,-8
29234,2,8,-8,1,3,0,36061,1,3,-8
29603,2,8,-8,1,3,0,36061,1,3,-8
29633,2,8,-8,1,3,0,36119,1,3,-8
29758,2,8,-8,1,3,0,36061,5,4,4
29759,2,8,-8,1,3,0,36119,3,10,-8
29765,2,8,-8,7,3,0,36119,1,3,-8
29766,2,8,-8,7,3,0,36119,1,3,-8
29775,2,8,-8,1,3,0,36119,1,3,-8
29830,2,8,7,1,3,0,36061,2,3,-8
30116,2,9,-8,1,3,0,36029,4,6,1
30319,2,9,-8,3,3,0,36029,4,1,-8
30371,2,9,-8,1,3,0,36029,4,6,1
30398,2,9,-8,1,3,0,36029,8,9,2
30470,2,9,-8,1,3,0,36029,4,6,2
30482,2,9,-8,1,1,0,36009,4,6,2
30530,2,9,-8,1,3,0,36015,8,9,2
30547,2,9,-8,1,3,0,88888,4,6,3
30566,2,9,-8,1,3,0,0,4,2,-8
30567,2,9,-8,1,3,0,36055,4,3,-8
30745,2,9,-8,1,3,0,36029,8,1,-8
30767,2,9,-8,1,3,0,36037,4,3,-8
30806,2,9,-8,1,3,0,36029,4,1,-8
30811,2,9,-8,1,3,0,36117,4,6,2
30815,2,9,-8,1,3,0,36029,4,1,-8
30835,2,9,-8,1,3,0,36055,8,3,-8
30907,2,9,-8,1,3,0,36055,12,6,1
30958,2,9,-8,1,3,0,36029,4,2,-8
30959,2,9,-8,1,3,0,36029,4,2,-8
30983,2,9,-8,1,3,0,36055,8,9,2
31004,2,9,-8,1,3,0,36029,4,2,-8
31005,2,9,-8,1,3,0,36029,4,2,-8
31084,2,9,-8,1,3,0,36117,8,9,2
31120,2,9,-8,1,3,0,36055,3,12,-8
31121,2,9,-8,1,3,0,36055,10,17,1
31168,2,9,-8,1,3,0,0,4,12,-8
31245,2,9,-8,1,3,0,36055,4,6,1
31369,2,10,-8,1,3,0,50005,1,3,-8
31424,2,10,-8,1,3,0,50023,1,1,-8
31445,2,10,-8,1,3,0,0,4,1,-8
31522,2,10,5,1,3,0,50023,1,3,-8
31579,2,10,-8,1,3,0,0,2,11,-8
32026,3,11,-8,1,3,0,10003,3,12,-8
32027,3,11,-8,1,3,0,10003,3,12,-8
32049,3,11,-8,1,3,0,10003,12,11,-8
32054,3,11,-8,1,3,0,10003,12,11,-8
32118,3,11,-8,1,3,0,10003,12,11,-8
32187,3,11,-8,1,3,0,10003,12,14,-8
32212,3,11,-8,1,3,0,10003,2,12,-8
32449,3,12,1,4,3,0,34007,12,14,-8
32526,3,12,-8,1,3,0,34001,11,17,-8
32627,3,12,-8,1,3,0,34007,4,14,-8
32696,3,12,-8,1,3,0,34001,1,11,-8
32763,3,12,-8,1,3,0,34009,1,11,-8
32809,3,12,-8,1,3,0,34033,11,11,-8
33063,3,12,1,1,3,0,34005,1,2,-8
33083,3,12,-8,1,3,0,34007,1,14,-8
33105,3,12,-8,1,3,0,34011,4,6,1
33112,3,12,-8,1,3,0,34001,1,11,-8
33134,3,12,-8,1,3,0,34001,2,14,-8
33208,3,12,-8,1,3,0,88888,1,11,-8
33210,3,12,-8,1,3,0,34007,1,18,-8
33211,3,12,-8,1,3,0,34007,1,18,-8
33390,3,12,-8,1,3,0,34007,2,14,-8
33399,3,12,-8,1,3,0,34001,2,14,-8
33577,3,12,-8,1,3,0,34007,1,18,-8
33595,3,12,-8,1,3,0,34021,4,14,-8
33766,3,12,-8,1,3,0,34013,2,14,-8
33773,3,12,-8,1,3,0,88888,11,13,-8
33988,3,12,-8,1,3,0,34003,8,9,1
34137,3,12,-8,1,3,0,34003,2,13,-8
34362,3,12,-8,1,3,0,34003,2,2,-8
34527,3,12,-8,1,3,0,88888,4,6,2
34592,3,12,-8,1,3,0,34039,5,13,-8
34616,3,12,-8,1,3,0,34003,2,13,-8
34617,3,12,-8,1,3,0,34003,1,13,-8
34620,3,12,-8,1,3,0,34039,3,13,-8
34810,3,12,-8,1,3,0,88888,2,13,-8
34819,3,12,-8,1,3,0,88888,2,13,-8
34832,3,12,-8,1,3,0,88888,4,6,2
35004,3,12,-8,1,3,0,88888,2,14,-8
35214,3,12,-8,1,3,0,88888,8,9,2
35246,3,12,-8,1,3,0,34017,8,9,2
35268,3,12,-8,1,3,0,88888,4,6,1
35339,3,12,-8,1,3,0,34027,2,2,-8
35340,3,12,-8,1,3,0,34027,2,2,-8
35480,3,12,-8,1,1,0,34013,1,12,-8
35545,3,12,-8,1,3,0,34013,12,12,-8
35606,3,12,-8,1,3,0,34031,8,9,1
35627,3,12,-8,1,3,0,34003,6,9,1
35731,3,12,-8,1,3,0,34013,8,9,1
35786,3,12,-8,1,3,0,34013,4,6,1
35801,3,12,-8,1,3,0,34027,2,13,-8
35839,3,12,-8,1,3,0,34003,4,11,-8
35877,3,12,-8,1,3,0,34013,4,6,1
35887,3,12,-8,1,3,0,34013,8,9,1
35912,3,12,-8,1,3,0,34003,8,9,1
35935,3,12,-8,1,3,0,34017,8,8,2
35954,3,12,-8,1,3,0,34013,8,9,1
36100,3,12,-8,1,3,0,34013,11,11,-8
36101,3,12,-8,1,3,0,34039,3,13,-8
36207,3,12,-8,1,3,0,34029,12,6,2
36209,3,12,-8,1,3,0,88888,6,9,1
36368,3,12,-8,1,3,0,88888,1,12,-8
36383,3,12,-8,1,3,0,88888,12,6,2
36616,3,12,2,1,3,0,34003,8,9,2
36694,3,12,-8,1,3,0,34003,8,9,1
36747,3,12,-8,1,3,0,34013,4,6,1
37204,3,12,3,1,3,0,34003,4,6,2
37378,3,12,-8,1,3,1,34021,4,6,2
37381,3,12,-8,1,3,0,34021,12,6,2
37382,3,12,-8,1,3,0,34021,12,6,2
37432,3,12,-8,1,3,0,34021,4,6,2
37523,3,12,-8,1,3,0,34023,2,11,-8
37529,3,12,-8,1,3,0,34021,2,12,-8
37530,3,12,-8,1,3,0,34021,12,11,-8
37533,3,12,-8,1,3,0,34021,12,11,-8
37543,3,12,-8,1,3,0,34021,2,13,-8
37547,3,12,3,1,3,0,34021,4,6,2
37550,3,12,-8,1,3,0,34021,12,12,-8
37565,3,12,-8,1,3,0,34021,11,6,2
37578,3,12,-8,1,3,0,34021,12,6,1
37590,3,12,-8,1,3,0,34021,2,11,-8
37598,3,12,-8,1,3,0,34021,12,6,2
37599,3,12,-8,4,3,0,34025,12,6,3
37649,3,12,-8,1,3,0,34021,2,11,-8
37691,3,12,-8,1,3,0,34021,4,6,2
37695,3,12,-8,1,3,0,34021,4,6,2
37776,3,12,-8,1,3,0,34021,12,6,1
37777,3,12,-8,1,3,0,34021,1,13,-8
37807,3,12,-8,1,3,0,34021,12,6,2
37819,3,12,-8,1,3,0,34021,11,6,2
37837,3,12,-8,1,3,0,34021,2,14,-8
37847,3,12,-8,1,3,0,34021,12,6,2
37898,3,12,-8,1,3,0,34005,2,12,-8
37934,3,12,3,7,3,0,34021,1,14,-8
37938,3,12,-8,1,3,0,34021,2,11,-8
37950,3,12,-8,1,3,0,34005,2,14,-8
38530,3,13,-8,4,3,0,42017,2,0,-8
38936,3,13,-8,1,3,0,42071,2,13,-8
39147,3,13,-8,1,3,0,42091,4,13,-8
39382,3,13,-8,4,3,0,42029,2,13,-8
39538,3,13,-8,1,3,0,42029,12,11,-8
39563,3,13,-8,1,3,0,42101,2,13,-8
39694,3,13,-8,1,3,0,42101,12,13,-8
39705,3,13,-8,1,3,0,42101,2,0,-8
39718,3,13,-8,1,3,0,42045,12,13,-8
39747,3,13,-8,1,3,0,42101,2,13,-8
39831,3,13,-8,4,3,0,42091,2,13,-8
39896,3,13,-8,1,3,0,42091,12,6,1
40009,3,13,-8,1,3,0,88888,2,13,-8
40264,3,13,-8,1,3,0,42045,12,13,-8
40494,3,13,-8,1,3,0,42101,2,13,-8
40808,3,13,-8,1,3,0,42101,2,13,-8
40847,3,13,-8,4,3,0,42101,12,11,-8
40859,3,13,-8,1,3,0,42101,2,13,-8
40878,3,13,-8,1,3,0,42101,2,13,-8
41006,3,13,-8,1,3,0,42091,2,11,-8
41166,3,13,-8,1,3,0,42091,12,13,-8
41209,3,13,-8,1,3,0,42101,2,13,-8
41335,3,13,-8,1,3,0,42011,12,13,-8
41336,3,13,-8,1,3,0,42011,2,13,-8
41361,3,13,-8,1,3,0,42101,12,13,-8
41362,3,13,-8,1,3,0,42101,12,13,-8
41642,3,13,-8,1,3,0,42045,2,0,-8
41647,3,13,-8,4,3,0,42101,12,13,-8
41783,3,13,-8,1,3,0,42101,12,11,-8
41828,3,13,-8,1,3,0,42101,12,13,-8
41882,3,13,-8,1,3,0,42101,2,13,-8
42012,3,13,-8,1,3,0,42107,2,13,-8
42116,3,13,-8,1,3,0,42101,12,13,-8
42639,3,13,-8,1,3,0,42101,12,13,-8
42640,3,13,-8,1,3,0,42101,12,11,-8
42641,3,13,-8,4,3,0,42101,2,11,-8
42678,3,13,-8,1,3,0,42101,2,13,-8
42721,3,13,-8,1,3,0,42091,2,13,-8
42824,3,13,-8,1,3,0,42101,12,13,-8
42901,3,13,-8,1,3,0,42101,2,13,-8
43075,3,13,-8,1,3,0,42091,2,13,-8
43076,3,13,-8,1,3,0,42101,2,13,-8
